Bitstring,Relative Frequency
1000,0.0634765625
0010,0.070068359375
1101,0.057373046875
0000,0.070068359375
0001,0.067138671875
0101,0.059326171875
0011,0.0712890625
1011,0.0556640625
1010,0.06103515625
0111,0.06396484375
1110,0.058837890625
1111,0.06103515625
0110,0.07080078125
1001,0.062255859375
0100,0.057861328125
1100,0.0498046875
